ticket_id,customer_id,order_id,created_ts,category,priority,channel,sentiment,status,resolution_minutes,summary
T000213,C00050,O0000603,2026-02-02T23:27:00,产品故障,P4,app,neutral,resolved,235,设备在使用中出现间歇性故障，需要排查和售后建议。
T000214,C00277,O0001242,2026-05-05T21:53:00,发票,P2,chat,neutral,resolved,2271,客户申请变更发票信息并重新开具。
T000215,C00005,O0002319,2026-01-14T12:31:00,安装配置,P1,chat,neutral,resolved,394,客户需要产品安装与网络配置指导。
T000216,C00177,,2026-06-19T22:12:00,退款,P4,email,negative,closed,2313,客户询问退款进度，希望确认预计到账时间。
T000217,C00251,O0000735,2026-02-01T13:39:00,退款,P2,app,negative,open,,客户询问退款进度，希望确认预计到账时间。
T000218,C00022,O0002081,2026-02-02T17:54:00,产品故障,P3,app,neutral,closed,3406,设备在使用中出现间歇性故障，需要排查和售后建议。
T000219,C00103,O0000669,2026-06-28T04:44:00,物流,P3,app,negative,closed,352,客户反馈物流状态长时间未更新，请协助核查。
T000220,C00002,,2026-01-28T09:25:00,退款,P3,email,neutral,closed,1351,客户询问退款进度，希望确认预计到账时间。
T000221,C00096,,2026-05-16T14:13:00,物流,P3,email,neutral,closed,347,客户反馈物流状态长时间未更新，请协助核查。
T000222,C00206,O0000244,2026-05-26T22:59:00,退款,P3,app,neutral,closed,1215,客户询问退款进度，希望确认预计到账时间。
T000223,C00229,O0000684,2026-04-08T16:27:00,退款,P4,chat,negative,resolved,2270,客户询问退款进度，希望确认预计到账时间。
T000224,C00099,O0001706,2026-03-27T14:53:00,产品故障,P3,email,positive,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000225,C00274,O0001396,2026-04-30T10:59:00,账号,P3,chat,neutral,resolved,2511,客户无法访问订阅服务，需要确认账号状态。
T000226,C00209,O0000396,2026-01-09T17:24:00,产品故障,P3,phone,neutral,resolved,2421,设备在使用中出现间歇性故障，需要排查和售后建议。
T000227,C00239,O0000751,2026-08-11T23:03:00,物流,P3,chat,negative,resolved,349,客户反馈物流状态长时间未更新，请协助核查。
T000228,C00203,O0001526,2026-04-08T12:51:00,账号,P3,app,neutral,resolved,1388,客户无法访问订阅服务，需要确认账号状态。
T000229,C00098,O0001912,2026-01-02T17:58:00,物流,P4,email,negative,open,,客户反馈物流状态长时间未更新，请协助核查。
T000230,C00224,O0002195,2026-04-16T18:48:00,安装配置,P4,chat,negative,resolved,1917,客户需要产品安装与网络配置指导。
T000231,C00194,O0001198,2026-03-16T02:04:00,产品故障,P3,chat,negative,closed,2331,设备在使用中出现间歇性故障，需要排查和售后建议。
T000232,C00214,O0001926,2026-05-01T12:26:00,物流,P3,app,negative,resolved,2327,客户反馈物流状态长时间未更新，请协助核查。
T000233,C00111,O0000579,2026-04-05T15:33:00,退款,P3,chat,negative,closed,1174,客户询问退款进度，希望确认预计到账时间。
T000234,C00261,O0002301,2026-05-07T17:40:00,产品故障,P4,phone,neutral,resolved,907,设备在使用中出现间歇性故障，需要排查和售后建议。
T000235,C00208,O0000118,2026-05-10T22:49:00,安装配置,P2,app,negative,resolved,186,客户需要产品安装与网络配置指导。
T000236,C00056,O0000834,2026-05-13T09:58:00,退款,P3,email,neutral,closed,1279,客户询问退款进度，希望确认预计到账时间。
T000237,C00071,O0001424,2026-03-16T15:23:00,产品故障,P4,phone,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000238,C00143,O0001030,2026-01-19T14:38:00,退款,P3,app,negative,resolved,306,客户询问退款进度，希望确认预计到账时间。
T000239,C00140,O0001682,2026-02-08T15:52:00,物流,P3,email,neutral,resolved,3418,客户反馈物流状态长时间未更新，请协助核查。
T000240,C00207,,2026-08-02T18:21:00,产品故障,P4,email,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000241,C00298,,2026-07-02T06:52:00,产品故障,P2,chat,negative,resolved,511,设备在使用中出现间歇性故障，需要排查和售后建议。
T000242,C00246,O0002284,2026-06-04T05:00:00,物流,P3,app,neutral,closed,3521,客户反馈物流状态长时间未更新，请协助核查。
T000243,C00065,O0001278,2026-03-06T00:08:00,产品故障,P1,phone,neutral,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000244,C00090,O0000225,2026-06-05T12:38:00,发票,P3,email,positive,waiting_customer,,客户申请变更发票信息并重新开具。
T000245,C00042,O0000836,2026-08-13T18:18:00,产品故障,P4,app,neutral,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000246,C00024,O0001000,2026-02-03T10:40:00,账号,P3,phone,neutral,resolved,3006,客户无法访问订阅服务，需要确认账号状态。
T000247,C00148,O0001644,2026-04-27T23:39:00,物流,P3,chat,neutral,resolved,3321,客户反馈物流状态长时间未更新，请协助核查。
T000248,C00228,O0002113,2026-07-31T23:41:00,发票,P4,chat,neutral,open,,客户申请变更发票信息并重新开具。
T000249,C00194,O0000370,2026-08-04T08:13:00,退款,P4,email,neutral,resolved,730,客户询问退款进度，希望确认预计到账时间。
T000250,C00099,O0000285,2026-05-27T18:42:00,退款,P3,chat,negative,closed,774,客户询问退款进度，希望确认预计到账时间。
T000251,C00038,O0001036,2026-05-13T00:24:00,物流,P3,chat,negative,closed,1767,客户反馈物流状态长时间未更新，请协助核查。
T000252,C00088,O0000410,2026-04-03T20:45:00,安装配置,P2,phone,negative,resolved,2464,客户需要产品安装与网络配置指导。
T000253,C00118,O0002253,2026-06-12T10:19:00,退款,P3,email,neutral,closed,692,客户询问退款进度，希望确认预计到账时间。
T000254,C00159,O0000653,2026-01-23T16:10:00,退款,P4,email,negative,open,,客户询问退款进度，希望确认预计到账时间。
T000255,C00177,O0001159,2026-08-06T02:34:00,账号,P4,app,negative,closed,581,客户无法访问订阅服务，需要确认账号状态。
T000256,C00205,,2026-04-09T10:10:00,安装配置,P4,app,neutral,closed,1354,客户需要产品安装与网络配置指导。
T000257,C00255,O0000462,2026-07-26T22:21:00,发票,P4,phone,negative,resolved,625,客户申请变更发票信息并重新开具。
T000258,C00033,,2026-07-31T02:35:00,物流,P3,app,negative,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000259,C00184,O0002360,2026-03-23T21:57:00,安装配置,P2,app,positive,resolved,2151,客户需要产品安装与网络配置指导。
T000260,C00238,O0002310,2026-05-24T20:37:00,发票,P4,app,negative,resolved,2204,客户申请变更发票信息并重新开具。
T000261,C00174,O0001151,2026-02-13T11:15:00,退款,P4,email,neutral,resolved,2752,客户询问退款进度，希望确认预计到账时间。
T000262,C00130,O0001222,2026-06-19T23:17:00,产品故障,P3,phone,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000263,C00139,O0002063,2026-01-14T09:19:00,发票,P2,chat,positive,closed,1267,客户申请变更发票信息并重新开具。
T000264,C00278,O0002383,2026-08-08T07:59:00,安装配置,P2,email,neutral,resolved,2881,客户需要产品安装与网络配置指导。
T000265,C00192,O0001566,2026-02-08T22:18:00,账号,P3,email,negative,resolved,1854,客户无法访问订阅服务，需要确认账号状态。
T000266,C00248,O0001992,2026-06-29T08:15:00,物流,P3,chat,negative,closed,3076,客户反馈物流状态长时间未更新，请协助核查。
T000267,C00010,O0002315,2026-07-26T22:17:00,退款,P4,phone,negative,closed,1272,客户询问退款进度，希望确认预计到账时间。
T000268,C00135,O0001162,2026-01-02T18:05:00,物流,P3,email,positive,resolved,1855,客户反馈物流状态长时间未更新，请协助核查。
T000269,C00082,O0000774,2026-06-18T08:52:00,退款,P4,app,neutral,resolved,2653,客户询问退款进度，希望确认预计到账时间。
T000270,C00238,O0000723,2026-06-09T20:55:00,退款,P3,phone,neutral,resolved,2734,客户询问退款进度，希望确认预计到账时间。
T000271,C00116,O0001526,2026-06-11T15:40:00,退款,P4,app,negative,resolved,2272,客户询问退款进度，希望确认预计到账时间。
T000272,C00085,O0000943,2026-05-29T19:49:00,退款,P2,chat,neutral,resolved,291,客户询问退款进度，希望确认预计到账时间。
T000273,C00053,,2026-07-25T13:11:00,物流,P3,chat,neutral,resolved,1537,客户反馈物流状态长时间未更新，请协助核查。
T000274,C00092,,2026-03-27T03:13:00,产品故障,P3,app,neutral,closed,1092,设备在使用中出现间歇性故障，需要排查和售后建议。
T000275,C00295,O0000736,2026-07-16T00:35:00,账号,P3,chat,positive,resolved,537,客户无法访问订阅服务，需要确认账号状态。
T000276,C00253,,2026-05-16T15:01:00,退款,P3,chat,neutral,resolved,3144,客户询问退款进度，希望确认预计到账时间。
T000277,C00213,O0001072,2026-04-25T00:16:00,产品故障,P2,phone,negative,resolved,3245,设备在使用中出现间歇性故障，需要排查和售后建议。
T000278,C00084,O0000962,2026-05-13T14:45:00,发票,P3,app,neutral,open,,客户申请变更发票信息并重新开具。
T000279,C00008,O0000051,2026-01-23T02:26:00,退款,P4,email,negative,resolved,19,客户询问退款进度，希望确认预计到账时间。
T000280,C00080,,2026-06-10T04:51:00,物流,P2,chat,neutral,closed,1447,客户反馈物流状态长时间未更新，请协助核查。
T000281,C00207,O0001885,2026-05-28T00:04:00,安装配置,P2,phone,neutral,closed,2697,客户需要产品安装与网络配置指导。
T000282,C00295,O0001494,2026-07-26T15:56:00,发票,P3,app,negative,resolved,236,客户申请变更发票信息并重新开具。
T000283,C00076,,2026-05-28T18:39:00,物流,P3,app,positive,resolved,2790,客户反馈物流状态长时间未更新，请协助核查。
T000284,C00094,O0000652,2026-01-31T05:38:00,退款,P2,email,neutral,resolved,3336,客户询问退款进度，希望确认预计到账时间。
T000285,C00093,O0000001,2026-01-05T21:29:00,物流,P3,app,neutral,resolved,233,客户反馈物流状态长时间未更新，请协助核查。
T000286,C00246,,2026-07-23T11:16:00,产品故障,P2,chat,negative,closed,1594,设备在使用中出现间歇性故障，需要排查和售后建议。
T000287,C00185,O0002196,2026-04-14T17:07:00,退款,P4,chat,neutral,resolved,1724,客户询问退款进度，希望确认预计到账时间。
T000288,C00233,,2026-04-27T19:57:00,产品故障,P1,app,negative,resolved,1131,设备在使用中出现间歇性故障，需要排查和售后建议。
T000289,C00036,O0002016,2026-05-13T19:49:00,安装配置,P1,email,negative,closed,3390,客户需要产品安装与网络配置指导。
T000290,C00255,O0002085,2026-06-20T14:36:00,退款,P3,phone,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000291,C00247,O0000355,2026-01-06T09:31:00,物流,P4,email,neutral,resolved,584,客户反馈物流状态长时间未更新，请协助核查。
T000292,C00111,O0001037,2026-01-16T07:28:00,安装配置,P2,app,neutral,resolved,1108,客户需要产品安装与网络配置指导。
T000293,C00219,O0001006,2026-06-13T03:06:00,退款,P3,chat,positive,open,,客户询问退款进度，希望确认预计到账时间。
T000294,C00038,O0000660,2026-01-04T01:08:00,退款,P4,chat,negative,resolved,2790,客户询问退款进度，希望确认预计到账时间。
T000295,C00014,O0000150,2026-02-17T13:35:00,安装配置,P4,phone,negative,resolved,1053,客户需要产品安装与网络配置指导。
T000296,C00076,,2026-05-04T01:13:00,产品故障,P2,email,negative,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000297,C00265,O0001361,2026-01-31T05:16:00,账号,P2,app,neutral,resolved,2465,客户无法访问订阅服务，需要确认账号状态。
T000298,C00187,O0000105,2026-01-28T06:04:00,物流,P3,chat,negative,closed,354,客户反馈物流状态长时间未更新，请协助核查。
T000299,C00106,O0001263,2026-02-24T20:17:00,产品故障,P2,email,negative,closed,3307,设备在使用中出现间歇性故障，需要排查和售后建议。
T000300,C00240,O0001326,2026-03-24T11:04:00,退款,P2,phone,neutral,closed,3365,客户询问退款进度，希望确认预计到账时间。
T000301,C00241,O0001206,2026-06-22T20:32:00,安装配置,P2,email,neutral,closed,2899,客户需要产品安装与网络配置指导。
T000302,C00007,,2026-06-05T02:29:00,安装配置,P4,email,negative,closed,2521,客户需要产品安装与网络配置指导。
T000303,C00271,O0002042,2026-01-09T23:38:00,账号,P2,email,neutral,resolved,2043,客户无法访问订阅服务，需要确认账号状态。
T000304,C00173,O0000495,2026-04-04T08:14:00,安装配置,P3,phone,negative,waiting_customer,,客户需要产品安装与网络配置指导。
T000305,C00157,,2026-07-25T19:53:00,退款,P3,phone,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000306,C00257,O0001073,2026-04-08T15:52:00,退款,P2,chat,negative,resolved,2462,客户询问退款进度，希望确认预计到账时间。
T000307,C00299,O0001744,2026-07-17T23:19:00,物流,P4,app,negative,resolved,1351,客户反馈物流状态长时间未更新，请协助核查。
T000308,C00169,O0001373,2026-06-12T12:43:00,安装配置,P2,chat,negative,open,,客户需要产品安装与网络配置指导。
T000309,C00284,,2026-02-27T15:22:00,退款,P3,email,negative,closed,1969,客户询问退款进度，希望确认预计到账时间。
T000310,C00149,O0001262,2026-07-27T18:56:00,安装配置,P2,chat,negative,closed,3427,客户需要产品安装与网络配置指导。
T000311,C00214,O0001972,2026-04-11T12:56:00,发票,P4,email,negative,open,,客户申请变更发票信息并重新开具。
T000312,C00248,O0001970,2026-05-23T14:13:00,物流,P3,app,negative,open,,客户反馈物流状态长时间未更新，请协助核查。
T000313,C00235,O0001691,2026-04-14T01:11:00,物流,P3,phone,neutral,open,,客户反馈物流状态长时间未更新，请协助核查。
T000314,C00237,O0002171,2026-06-19T02:45:00,退款,P3,email,neutral,resolved,2232,客户询问退款进度，希望确认预计到账时间。
T000315,C00031,O0000212,2026-02-04T04:28:00,退款,P2,email,negative,open,,客户询问退款进度，希望确认预计到账时间。
T000316,C00045,O0001680,2026-03-02T16:54:00,物流,P3,phone,negative,open,,客户反馈物流状态长时间未更新，请协助核查。
T000317,C00282,O0001029,2026-02-05T00:57:00,安装配置,P3,email,neutral,closed,918,客户需要产品安装与网络配置指导。
T000318,C00006,O0000176,2026-06-29T06:43:00,退款,P3,phone,neutral,resolved,3357,客户询问退款进度，希望确认预计到账时间。
T000319,C00020,,2026-07-15T01:24:00,账号,P3,email,neutral,waiting_customer,,客户无法访问订阅服务，需要确认账号状态。
T000320,C00196,O0000299,2026-06-24T16:59:00,发票,P2,email,neutral,closed,1992,客户申请变更发票信息并重新开具。
T000321,C00285,,2026-06-01T01:41:00,退款,P3,chat,neutral,resolved,1093,客户询问退款进度，希望确认预计到账时间。
T000322,C00126,O0000946,2026-03-02T18:21:00,退款,P3,phone,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000323,C00092,O0002265,2026-07-08T19:57:00,账号,P2,app,neutral,closed,330,客户无法访问订阅服务，需要确认账号状态。
T000324,C00063,O0000022,2026-08-09T05:17:00,物流,P3,app,negative,resolved,2770,客户反馈物流状态长时间未更新，请协助核查。
T000325,C00101,O0001111,2026-01-06T09:23:00,退款,P3,email,neutral,closed,2410,客户询问退款进度，希望确认预计到账时间。
T000326,C00277,,2026-07-07T11:44:00,发票,P2,email,negative,closed,1811,客户申请变更发票信息并重新开具。
T000327,C00015,O0001729,2026-07-30T10:07:00,产品故障,P3,app,neutral,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000328,C00125,O0001722,2026-06-07T09:45:00,安装配置,P2,phone,neutral,open,,客户需要产品安装与网络配置指导。
T000329,C00093,O0000602,2026-03-15T09:29:00,物流,P2,app,neutral,resolved,2005,客户反馈物流状态长时间未更新，请协助核查。
T000330,C00222,O0002173,2026-05-13T15:42:00,退款,P3,chat,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000331,C00276,O0002356,2026-03-16T16:38:00,安装配置,P4,app,negative,resolved,1571,客户需要产品安装与网络配置指导。
T000332,C00093,O0000587,2026-06-25T05:22:00,退款,P3,email,neutral,resolved,2223,客户询问退款进度，希望确认预计到账时间。
T000333,C00177,O0001475,2026-02-22T06:12:00,账号,P4,email,neutral,resolved,945,客户无法访问订阅服务，需要确认账号状态。
T000334,C00035,O0000835,2026-01-13T12:54:00,物流,P4,chat,negative,resolved,3155,客户反馈物流状态长时间未更新，请协助核查。
T000335,C00152,O0000748,2026-01-14T02:48:00,退款,P3,email,negative,resolved,2351,客户询问退款进度，希望确认预计到账时间。
T000336,C00277,O0001866,2026-04-14T09:15:00,退款,P3,app,negative,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000337,C00013,O0001291,2026-05-05T08:01:00,产品故障,P4,app,neutral,resolved,384,设备在使用中出现间歇性故障，需要排查和售后建议。
T000338,C00244,O0000895,2026-04-13T06:00:00,退款,P2,app,positive,resolved,2996,客户询问退款进度，希望确认预计到账时间。
T000339,C00258,O0001847,2026-06-14T12:50:00,安装配置,P3,chat,negative,resolved,989,客户需要产品安装与网络配置指导。
T000340,C00270,O0001022,2026-03-27T20:24:00,产品故障,P1,email,negative,resolved,1028,设备在使用中出现间歇性故障，需要排查和售后建议。
T000341,C00183,O0000818,2026-03-01T21:27:00,退款,P3,app,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000342,C00171,O0001240,2026-03-21T09:37:00,产品故障,P4,app,neutral,closed,965,设备在使用中出现间歇性故障，需要排查和售后建议。
T000343,C00030,O0002347,2026-07-18T06:35:00,退款,P3,email,neutral,closed,63,客户询问退款进度，希望确认预计到账时间。
T000344,C00223,O0001442,2026-02-22T13:12:00,退款,P3,app,negative,closed,2838,客户询问退款进度，希望确认预计到账时间。
T000345,C00148,O0000293,2026-03-21T14:56:00,账号,P3,email,negative,waiting_customer,,客户无法访问订阅服务，需要确认账号状态。
T000346,C00153,O0001283,2026-03-09T17:59:00,退款,P2,app,neutral,resolved,3503,客户询问退款进度，希望确认预计到账时间。
T000347,C00128,,2026-04-30T20:39:00,产品故障,P3,phone,neutral,closed,3207,设备在使用中出现间歇性故障，需要排查和售后建议。
T000348,C00128,O0001284,2026-01-11T00:53:00,账号,P2,email,neutral,closed,3373,客户无法访问订阅服务，需要确认账号状态。
T000349,C00118,,2026-01-15T04:52:00,安装配置,P3,chat,neutral,open,,客户需要产品安装与网络配置指导。
T000350,C00291,O0001860,2026-03-04T18:03:00,发票,P3,email,neutral,resolved,760,客户申请变更发票信息并重新开具。
T000351,C00163,O0001617,2026-06-28T10:07:00,发票,P3,email,negative,closed,953,客户申请变更发票信息并重新开具。
T000352,C00125,O0000242,2026-06-26T04:30:00,安装配置,P4,app,positive,resolved,731,客户需要产品安装与网络配置指导。
T000353,C00261,O0000390,2026-04-09T12:26:00,产品故障,P1,email,negative,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000354,C00192,O0000828,2026-01-14T04:42:00,发票,P3,app,neutral,waiting_customer,,客户申请变更发票信息并重新开具。
T000355,C00057,O0001952,2026-04-09T05:51:00,产品故障,P3,phone,negative,resolved,2363,设备在使用中出现间歇性故障，需要排查和售后建议。
T000356,C00275,O0001636,2026-04-14T22:02:00,产品故障,P3,chat,neutral,resolved,3503,设备在使用中出现间歇性故障，需要排查和售后建议。
T000357,C00077,O0001977,2026-08-10T15:10:00,产品故障,P4,phone,neutral,resolved,1947,设备在使用中出现间歇性故障，需要排查和售后建议。
T000358,C00210,O0001831,2026-02-28T23:34:00,发票,P3,chat,neutral,waiting_customer,,客户申请变更发票信息并重新开具。
T000359,C00269,,2026-05-05T06:59:00,安装配置,P3,app,neutral,resolved,2367,客户需要产品安装与网络配置指导。
T000360,C00252,,2026-02-06T22:45:00,退款,P3,app,negative,resolved,1113,客户询问退款进度，希望确认预计到账时间。
T000361,C00202,O0002309,2026-06-14T00:51:00,账号,P2,app,negative,closed,2114,客户无法访问订阅服务，需要确认账号状态。
T000362,C00174,O0001112,2026-04-29T09:44:00,退款,P3,phone,positive,resolved,2254,客户询问退款进度，希望确认预计到账时间。
T000363,C00135,O0000475,2026-03-10T20:31:00,退款,P1,email,neutral,closed,625,客户询问退款进度，希望确认预计到账时间。
T000364,C00055,O0000022,2026-07-15T04:26:00,产品故障,P3,phone,neutral,closed,749,设备在使用中出现间歇性故障，需要排查和售后建议。
T000365,C00088,O0001897,2026-04-11T08:52:00,安装配置,P3,chat,negative,resolved,445,客户需要产品安装与网络配置指导。
T000366,C00262,O0001123,2026-05-08T23:13:00,安装配置,P2,phone,neutral,closed,942,客户需要产品安装与网络配置指导。
T000367,C00014,O0000514,2026-07-21T17:02:00,产品故障,P4,chat,neutral,resolved,914,设备在使用中出现间歇性故障，需要排查和售后建议。
T000368,C00105,,2026-04-16T02:17:00,发票,P3,app,negative,open,,客户申请变更发票信息并重新开具。
T000369,C00269,O0001588,2026-06-03T05:48:00,账号,P4,email,neutral,waiting_customer,,客户无法访问订阅服务，需要确认账号状态。
T000370,C00231,O0000365,2026-06-07T20:07:00,账号,P2,email,positive,closed,621,客户无法访问订阅服务，需要确认账号状态。
T000371,C00114,O0001805,2026-05-20T22:48:00,物流,P3,app,negative,open,,客户反馈物流状态长时间未更新，请协助核查。
T000372,C00226,O0001955,2026-06-13T06:57:00,产品故障,P2,phone,neutral,resolved,742,设备在使用中出现间歇性故障，需要排查和售后建议。
T000373,C00037,,2026-03-15T10:13:00,退款,P4,app,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000374,C00012,O0002054,2026-04-27T13:15:00,账号,P4,app,neutral,resolved,2574,客户无法访问订阅服务，需要确认账号状态。
T000375,C00147,O0002070,2026-01-26T02:26:00,产品故障,P4,email,negative,resolved,825,设备在使用中出现间歇性故障，需要排查和售后建议。
T000376,C00132,O0000495,2026-01-27T04:20:00,物流,P2,phone,negative,resolved,3593,客户反馈物流状态长时间未更新，请协助核查。
T000377,C00106,O0000415,2026-06-09T18:01:00,发票,P3,email,neutral,closed,2548,客户申请变更发票信息并重新开具。
T000378,C00202,O0002118,2026-07-09T03:07:00,退款,P2,chat,neutral,closed,1798,客户询问退款进度，希望确认预计到账时间。
T000379,C00231,O0000199,2026-03-07T14:30:00,退款,P4,app,positive,resolved,2427,客户询问退款进度，希望确认预计到账时间。
T000380,C00269,O0000152,2026-03-25T14:16:00,物流,P3,phone,neutral,resolved,1257,客户反馈物流状态长时间未更新，请协助核查。
T000381,C00107,O0000559,2026-01-18T21:47:00,退款,P3,app,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000382,C00179,O0001643,2026-04-20T06:25:00,物流,P3,email,negative,closed,2766,客户反馈物流状态长时间未更新，请协助核查。
T000383,C00200,O0000482,2026-04-06T09:10:00,安装配置,P2,email,positive,open,,客户需要产品安装与网络配置指导。
T000384,C00251,O0000029,2026-06-09T01:06:00,产品故障,P4,phone,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000385,C00181,O0000335,2026-05-18T01:48:00,账号,P3,email,neutral,open,,客户无法访问订阅服务，需要确认账号状态。
T000386,C00026,O0000292,2026-03-22T02:33:00,安装配置,P2,phone,neutral,open,,客户需要产品安装与网络配置指导。
T000387,C00013,O0001243,2026-04-05T14:06:00,产品故障,P2,chat,neutral,resolved,568,设备在使用中出现间歇性故障，需要排查和售后建议。
T000388,C00068,O0001991,2026-04-18T23:44:00,退款,P3,email,positive,closed,3581,客户询问退款进度，希望确认预计到账时间。
T000389,C00277,,2026-02-05T04:26:00,物流,P3,app,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000390,C00069,O0000469,2026-06-16T10:17:00,安装配置,P2,app,neutral,resolved,1920,客户需要产品安装与网络配置指导。
T000391,C00191,O0001552,2026-04-12T01:12:00,物流,P3,app,neutral,resolved,2353,客户反馈物流状态长时间未更新，请协助核查。
T000392,C00177,O0001887,2026-07-06T06:14:00,退款,P3,app,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000393,C00086,O0001343,2026-04-19T22:56:00,安装配置,P3,app,neutral,resolved,2758,客户需要产品安装与网络配置指导。
T000394,C00098,O0001765,2026-04-27T22:38:00,产品故障,P2,email,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000395,C00152,O0000315,2026-04-27T10:15:00,安装配置,P2,app,neutral,open,,客户需要产品安装与网络配置指导。
T000396,C00149,O0001812,2026-08-13T14:49:00,退款,P4,email,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000397,C00052,O0001667,2026-06-10T03:41:00,产品故障,P3,chat,negative,closed,1673,设备在使用中出现间歇性故障，需要排查和售后建议。
T000398,C00232,,2026-06-20T10:49:00,产品故障,P3,app,negative,closed,2976,设备在使用中出现间歇性故障，需要排查和售后建议。
T000399,C00144,O0000164,2026-04-26T03:43:00,发票,P3,phone,neutral,resolved,318,客户申请变更发票信息并重新开具。
T000400,C00203,,2026-01-10T02:42:00,物流,P3,app,neutral,resolved,212,客户反馈物流状态长时间未更新，请协助核查。
T000401,C00086,,2026-02-19T22:56:00,退款,P3,chat,positive,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000402,C00074,O0001005,2026-01-14T16:35:00,退款,P4,phone,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000403,C00243,O0001256,2026-01-16T05:04:00,物流,P4,app,neutral,resolved,839,客户反馈物流状态长时间未更新，请协助核查。
T000404,C00025,O0001904,2026-08-04T13:49:00,安装配置,P2,app,neutral,resolved,3088,客户需要产品安装与网络配置指导。
T000405,C00140,O0002216,2026-04-25T20:40:00,物流,P2,phone,negative,resolved,2590,客户反馈物流状态长时间未更新，请协助核查。
T000406,C00148,O0001727,2026-03-29T13:11:00,退款,P3,email,positive,resolved,2046,客户询问退款进度，希望确认预计到账时间。
T000407,C00160,O0000982,2026-02-05T08:15:00,产品故障,P4,phone,neutral,resolved,198,设备在使用中出现间歇性故障，需要排查和售后建议。
T000408,C00092,O0000274,2026-03-02T21:44:00,产品故障,P4,email,negative,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000409,C00061,O0001158,2026-05-18T22:11:00,退款,P3,chat,neutral,closed,661,客户询问退款进度，希望确认预计到账时间。
T000410,C00174,O0000546,2026-05-23T09:58:00,账号,P4,email,neutral,resolved,106,客户无法访问订阅服务，需要确认账号状态。
T000411,C00065,O0000971,2026-02-26T06:23:00,退款,P3,chat,neutral,resolved,452,客户询问退款进度，希望确认预计到账时间。
T000412,C00184,O0000032,2026-02-03T12:49:00,安装配置,P2,phone,neutral,resolved,705,客户需要产品安装与网络配置指导。
T000413,C00245,O0001642,2026-07-06T05:56:00,物流,P3,phone,positive,resolved,2964,客户反馈物流状态长时间未更新，请协助核查。
T000414,C00208,O0002278,2026-02-06T08:56:00,物流,P3,phone,neutral,resolved,450,客户反馈物流状态长时间未更新，请协助核查。
T000415,C00045,O0000016,2026-05-26T05:38:00,退款,P3,phone,neutral,resolved,3490,客户询问退款进度，希望确认预计到账时间。
T000416,C00269,,2026-08-08T15:08:00,退款,P4,email,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000417,C00240,O0001555,2026-02-28T06:50:00,产品故障,P1,phone,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000418,C00250,,2026-04-25T00:18:00,发票,P3,app,negative,resolved,654,客户申请变更发票信息并重新开具。
T000419,C00033,O0000779,2026-08-13T10:41:00,产品故障,P2,chat,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000420,C00061,,2026-05-31T16:53:00,产品故障,P2,chat,neutral,closed,2831,设备在使用中出现间歇性故障，需要排查和售后建议。
T000421,C00190,O0001579,2026-04-26T21:19:00,退款,P3,email,neutral,resolved,2195,客户询问退款进度，希望确认预计到账时间。
T000422,C00054,O0001648,2026-03-26T06:38:00,物流,P3,email,neutral,closed,1064,客户反馈物流状态长时间未更新，请协助核查。
T000423,C00079,O0000903,2026-03-23T04:05:00,退款,P3,email,negative,resolved,2375,客户询问退款进度，希望确认预计到账时间。
T000424,C00240,O0001325,2026-03-07T19:29:00,退款,P4,app,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
